RD,TDLinx,Store Name - Nielsen,Store Type,Street Name,Barangay,Municipality,Province,Region,Longitude,Latitude,Accuracy,Average Daily Sales: Sari Sari Store,Located? (Yes/No),cluster_label
Extreme Reach,7K015636,No Trade Name,Sari Sari Store,Purok Crisostomo village zone 7 Brgy. Calumpang,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.142635,6.087873333,1.5,"501 - 2,000",No,192
Extreme Reach,7K010077,No Trade Name,Sari Sari Store,Maguindanao avenue,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1429417,6.071011667,1.5,"501 - 2,000",No,185
Extreme Reach,7K010012,LJANE STORE,Sari Sari Store,Purok Lower Acharon,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1440233,6.072556667,1.6,"501 - 2,000",No,185
Extreme Reach,7K010049,No Trade Name,Sari Sari Store,"Purok Estrella, Birhen sa Kasilak","Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.14891,6.071075,1.4,101 - 500,No,194
Extreme Reach,7K010017,LIZA STORE,Sari Sari Store,Purok Lower Acharon,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1429867,6.071401667,1.5,"501 - 2,000",No,185
Extreme Reach,7K015635,ROSALES STORE,Sari Sari Store,Purok Crisostomo village zone 4 Brgy. Calumpang,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1444467,6.086086667,1.5,101 - 500,No,192
Extreme Reach,7K010025,LADARAN STORE / LAVARAN STORE,Sari Sari Store,upper acharon,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1413233,6.071528333,1.3,"3,501 And Up",No,186
Extreme Reach,7K010001,No Trade Name,Sari Sari Store,Purok Lower Acharon,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1435783,6.071268333,1.6,"501 - 2,000",No,185
Extreme Reach,7K010027,GABRIEL STORE,Sari Sari Store,upper acharon,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1413117,6.071535,1.6,101 - 500,No,186
Extreme Reach,7K010034,No Trade Name,Sari Sari Store,"Purok Estrella, Birhen sa Kasilak","Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1470167,6.07041,1.5,"501 - 2,000",No,194
Extreme Reach,7K010074,LYKA STORE,Sari Sari Store,Ledesma street,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.143605,6.071181667,1.5,"501 - 2,000",No,185
Extreme Reach,7K015644,EMMA STORE,Sari Sari Store,Quilantang Brgy. Calumpang,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1421767,6.091521667,1.6,101 - 500,No,193
Extreme Reach,7K015448,TAYONG STORE,Sari Sari Store,QUILANTANG,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1447183,6.090978333,1.3,"501 - 2,000",No,193
Extreme Reach,7K017213,MAJADAS STORE,Sari Sari Store,,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1367967,6.068416667,1.3,"501 - 2,000",No,187
Extreme Reach,7K015649,No Trade Name,Sari Sari Store,Purok Crisostomo zone 7 Brgy. Calumpang,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1428983,6.08787,1.6,"2001 - 3,500",No,192
Extreme Reach,7K015646,No Trade Name,Sari Sari Store,Quilantang Brgy. Calumpang,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1424433,6.090516667,1.5,101 - 500,No,193
Extreme Reach,7K010055,No Trade Name,Sari Sari Store,"Purok Estrella, Birhen sa Kasilak","Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1469883,6.071238333,1.6,101 - 500,No,194
Extreme Reach,7K010051,GONZAGA STORE,Sari Sari Store,"Purok Estrella, Birhen sa Kasilak","Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1485233,6.071141667,1.8,"501 - 2,000",No,194
Extreme Reach,7K016002,ALVARADO STORE,Sari Sari Store,Opring ville,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.120885,6.083661667,1.8,"501 - 2,000",No,47
Extreme Reach,7K016000,PELIÑO SARI2X STORE,Sari Sari Store,Lovebirds block 2,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1211417,6.083796667,1.4,"501 - 2,000",No,47
Extreme Reach,7K015982,REN-MEL STORE,Sari Sari Store,ST. PETER AVE.,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1316867,6.075826667,1.7,"501 - 2,000",No,48
Extreme Reach,7K015979,AILYN STORE,Sari Sari Store,Fernandez,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.131675,6.076446667,1.6,"501 - 2,000",No,48
Extreme Reach,7K016864,No Trade Name,Sari Sari Store,Purok Rovalgon,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1360683,6.092855,1.5,"501 - 2,000",No,180
Extreme Reach,7K015468,CONDE STORE,Sari Sari Store,ROVALGON,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.137845,6.093023333,1.7,"501 - 2,000",No,180
Extreme Reach,7K016757,No Trade Name,Sari Sari Store,Purok Stella Maris brgy calumpang,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.136615,6.068046667,1.5,101 - 500,No,187
Extreme Reach,7K016741,ARCALA STORE,Sari Sari Store,Rovalgon brgy calumpang,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1357817,6.093116667,1.6,101 - 500,No,180
Extreme Reach,7K016730,VILLAMOR STORE,Sari Sari Store,Quilantang brgy calumpang,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1373867,6.09052,1.6,101 - 500,No,180
Extreme Reach,7K016719,HIMBING STORE,Sari Sari Store,Quilantang brgy calumpang,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1388717,6.091423333,1.7,101 - 500,No,180
Extreme Reach,7K016714,No Trade Name,Sari Sari Store,Quilantang brgy calumpang,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1392517,6.092528333,1.7,101 - 500,No,180
Extreme Reach,7K016708,JO & LI STORE,Sari Sari Store,South Cotabato Saranggani Road brgy calumpang,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1450283,6.075026667,1.7,"3,501 And Up",No,34
Extreme Reach,7K016706,B&B SARI SARI STORE,Sari Sari Store,Filipino American Friendship road brgy calumpang,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.14296,6.066998333,1.8,"3,501 And Up",No,184
Extreme Reach,7K016409,No Trade Name,Sari Sari Store,Upper puting bato,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.15083,6.088905,1.6,"501 - 2,000",No,188
Extreme Reach,7K016374,No Trade Name,Sari Sari Store,Purok Vetetans malvar street brgy calumpang,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.144455,6.080553333,1.8,101 - 500,No,190
Extreme Reach,7K016371,No Trade Name,Sari Sari Store,Purok Vetetans malvar street brgy calumpang,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1439433,6.080571667,1.7,101 - 500,No,190
Extreme Reach,7K016367,No Trade Name,Sari Sari Store,Jurassic brgy calumpang,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1423717,6.08508,1.9,"501 - 2,000",No,192
Extreme Reach,7K016364,No Trade Name,Sari Sari Store,Crisostomo village brgy calumpang,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1437417,6.084816667,1.6,101 - 500,No,192
Extreme Reach,7K016358,No Trade Name,Sari Sari Store,Upper puting Bato,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.149005,6.089081667,1.9,"501 - 2,000",No,189
Extreme Reach,7K016272,No Trade Name,Sari Sari Store,Upper puting Bato,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1490683,6.088841667,1.8,"501 - 2,000",No,189
Extreme Reach,7K016256,No Trade Name,Sari Sari Store,Saranggani Rd,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1509317,6.088921667,1.7,101 - 500,No,188
Extreme Reach,7K010016,MAMA STORE,Sari Sari Store,Purok Lower Acharon,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1430067,6.07169,1.5,"501 - 2,000",No,185
Extreme Reach,7K013217,No Trade Name,Sari Sari Store,Purok placida,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1243517,6.085485,1.7,"501 - 2,000",No,30
Extreme Reach,7K013173,ANGEL-AR MINI GROCERY,Sari Sari Store,Lower Puting Bato RDX,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1519983,6.087566667,1.6,101 - 500,No,188
Extreme Reach,7K015639,No Trade Name,Sari Sari Store,Quilantang Brgy. Calumpang,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1424667,6.091246667,1.6,101 - 500,No,193
Extreme Reach,7K015632,No Trade Name,Sari Sari Store,Purok Crisostomo village zone 4 Brgy. Calumpang,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1446933,6.086313333,1.8,101 - 500,No,192
Extreme Reach,7K010043,No Trade Name,Sari Sari Store,"Purok Estrella, Birhen sa Kasilak","Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.149515,6.07021,1.6,"501 - 2,000",No,194
Extreme Reach,7K010048,J. BITOON STORE,Sari Sari Store,"Purok Estrella, Birhen sa Kasilak","Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1490517,6.071078333,1.7,"501 - 2,000",No,194
Extreme Reach,7K010054,ZAFRA STORE,Sari Sari Store,"Purok Estrella, Birhen sa Kasilak","Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.14742,6.071203333,1.7,101 - 500,No,194
Extreme Reach,7K015447,KATE'S STORE,Sari Sari Store,QUILANTANG,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1445117,6.091235,1.7,"501 - 2,000",No,193
Extreme Reach,7K015465,No Trade Name,Sari Sari Store,ROVALGON,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1382283,6.093035,1.8,"501 - 2,000",No,180
Extreme Reach,7K015637,No Trade Name,Sari Sari Store,Purok Crisostomo village zone 7 Brgy. Calumpang,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.14216,6.086598333,1.6,"501 - 2,000",No,192
Extreme Reach,7K015631,No Trade Name,Sari Sari Store,Purok Crisostomo village Brgy. Calumpang,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.144725,6.085896667,1.7,101 - 500,No,192
Extreme Reach,7K015638,KATRINA'S STORE,Sari Sari Store,Quilantang Brgy. Calumpang,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.142445,6.090111667,1.6,"501 - 2,000",No,193
Extreme Reach,7K015452,SHIRU & YURI STORE,Sari Sari Store,QUILANTANG,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1439933,6.089846667,1.7,101 - 500,No,193
Extreme Reach,7K010026,JONEX STORE,Sari Sari Store,upper acharon,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1412483,6.071875,1.3,"3,501 And Up",No,186
Extreme Reach,7K017211,CASTILLO STORE,Sari Sari Store,,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.149765,6.086071667,1.5,"501 - 2,000",No,189
Extreme Reach,7K013151,No Trade Name,Sari Sari Store,Lapu lapu st reformville,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.12646,6.081618333,1.3,"501 - 2,000",No,47
Extreme Reach,7K013153,No Trade Name,Sari Sari Store,Japanese coi st reformville,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1275017,6.082,1.6,101 - 500,No,47
Extreme Reach,7K013262,No Trade Name,Sari Sari Store,Purok placida,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1264033,6.08572,1.3,"501 - 2,000",No,30
Extreme Reach,7K013193,MC JEFF STORE,Sari Sari Store,Lower Puting Bato,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.152005,6.088876667,1.8,"501 - 2,000",No,188
Extreme Reach,7K013191,No Trade Name,Sari Sari Store,Lower Puting Bato,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1527717,6.089211667,1.8,101 - 500,No,188
Extreme Reach,7K013194,Jun & Juliet Store,Sari Sari Store,Lower Puting Bato,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.15186,6.088828333,1.9,101 - 500,No,188
Extreme Reach,7K015449,JESRILL'S STORE,Sari Sari Store,QUILANTANG,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.14452,6.090381667,1.4,"501 - 2,000",No,193
Extreme Reach,7K010019,No Trade Name,Sari Sari Store,Acacia street upper acharon,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.14231,6.071655,1.6,"501 - 2,000",No,185
Extreme Reach,7K010014,ARMER STORE,Sari Sari Store,Purok Lower Acharon,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1429433,6.07244,1.7,"501 - 2,000",No,185
Extreme Reach,7K010052,PAGURAY STORE,Sari Sari Store,"Purok Estrella, Birhen sa Kasilak","Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.147675,6.071131667,1.8,101 - 500,No,194
Extreme Reach,7K010053,METOY STORE,Sari Sari Store,"Purok Estrella, Birhen sa Kasilak","Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.14756,6.071146667,1.5,101 - 500,No,194
Extreme Reach,7K010022,MARLYN STORE,Sari Sari Store,upper acharon,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.142125,6.07082,1.5,"501 - 2,000",No,185
Extreme Reach,7K010009,CAGAS STORE,Sari Sari Store,Purok Lower Acharon,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1434367,6.071946667,1.6,"2001 - 3,500",No,185
Extreme Reach,7K013239,No Trade Name,Sari Sari Store,Goldfish street,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1270983,6.085066667,1.5,"501 - 2,000",No,30
Extreme Reach,7K013199,No Trade Name,Sari Sari Store,Lower Puting Bato,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.151905,6.088245,1.8,"501 - 2,000",No,188
Extreme Reach,7K013226,No Trade Name,Sari Sari Store,Lapu-lapu street,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1267983,6.08169,1.7,101 - 500,No,47
Extreme Reach,7K010081,No Trade Name,Sari Sari Store,Lower acharon,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.14344,6.071963333,1.6,"501 - 2,000",No,185
Extreme Reach,7K010021,No Trade Name,Sari Sari Store,upper acharon,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1421383,6.071435,1.5,"501 - 2,000",No,185
Extreme Reach,7K015647,No Trade Name,Sari Sari Store,Quilantang Brgy. Calumpang,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1423333,6.089653333,1.5,101 - 500,No,193
Extreme Reach,7K013203,No Trade Name,Sari Sari Store,Purok reformville,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.127085,6.0869,1.6,"501 - 2,000",No,30
Extreme Reach,7K013195,Christelle Store,Sari Sari Store,Lower Puting Bato,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.15183,6.088855,1.6,"501 - 2,000",No,188
Extreme Reach,7K017212,No Trade Name,Sari Sari Store,,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.13669,6.068453333,1.4,"501 - 2,000",No,187
Extreme Reach,7K013187,No Trade Name,Sari Sari Store,Lower Puting Bato,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1531617,6.088348333,1.9,101 - 500,No,188
Extreme Reach,7K013188,No Trade Name,Sari Sari Store,Lower Puting Bato,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1525217,6.088965,2.1,101 - 500,No,188
Extreme Reach,7K013208,DEMETERIO STORE,Sari Sari Store,Purok placida,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1247517,6.085763333,1.5,"501 - 2,000",No,30
Extreme Reach,7K014396,No Trade Name,Sari Sari Store,Christian Village,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1476467,6.078133333,1.5,101 - 500,No,191
Extreme Reach,7K013172,PELEGRINO STORE,Sari Sari Store,Lower Puting Bato RDX,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.151925,6.08743,1.8,"2001 - 3,500",No,188
Extreme Reach,7K013167,NENENG ROSENTO SARI SARI STORE,Sari Sari Store,Aruana st.reformville,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1278867,6.085741667,1.4,"2001 - 3,500",No,30
Extreme Reach,7K013154,No Trade Name,Sari Sari Store,Japanese coi st reformville,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1277067,6.081983333,1.5,"501 - 2,000",No,47
Extreme Reach,7K011865,No Trade Name,Sari Sari Store,Purok san miguel,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1441917,6.078065,1.5,"501 - 2,000",No,190
Extreme Reach,7K013190,No Trade Name,Sari Sari Store,Lower Puting Bato,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1525933,6.089251667,1.9,101 - 500,No,188
Extreme Reach,7K013288,PAULO EZEKIEL STORE,Sari Sari Store,Purok placida,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.123925,6.085741667,1.3,"501 - 2,000",No,30
Extreme Reach,7K013211,No Trade Name,Sari Sari Store,Purok placida,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.124285,6.086421667,1.3,101 - 500,No,30
Extreme Reach,7K013198,No Trade Name,Sari Sari Store,Lower Puting Bato,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1519333,6.088288333,1.7,"501 - 2,000",No,188
Extreme Reach,7K013189,No Trade Name,Sari Sari Store,Lower Puting Bato,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.15257,6.089158333,2.2,101 - 500,No,188
Extreme Reach,7K013157,No Trade Name,Sari Sari Store,Rainbow Runner st reformville,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1271067,6.082853333,1.6,101 - 500,No,47
Extreme Reach,7K013261,ROSVIN MINI STORE,Sari Sari Store,Carmenville,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1264667,6.086335,1.3,"501 - 2,000",No,30
Extreme Reach,7K013158,No Trade Name,Sari Sari Store,Timbongan st reformville,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1276267,6.083176667,1.5,"501 - 2,000",No,47
Extreme Reach,7K013219,No Trade Name,Sari Sari Store,Purok placida,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1255933,6.085358333,1.8,101 - 500,No,30
Extreme Reach,7K013197,No Trade Name,Sari Sari Store,Lower Puting Bato,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.15195,6.088338333,1.8,101 - 500,No,188
Extreme Reach,7K013196,BALAYDO STORE,Sari Sari Store,Lower Puting Bato,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.15192,6.08856,1.7,"501 - 2,000",No,188
Extreme Reach,7K014410,No Trade Name,Sari Sari Store,Christian Village,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.148385,6.077551667,1.7,"501 - 2,000",No,191
Extreme Reach,7K013152,No Trade Name,Sari Sari Store,Lapu lapu st reformville,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.127195,6.081615,1.5,"501 - 2,000",No,47
Extreme Reach,7K014399,Galoran Store,Sari Sari Store,Christian Village,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1477767,6.07778,1.5,101 - 500,No,191
Extreme Reach,7K013160,RED STORE,Sari Sari Store,Tangigui st reformville,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.12706,6.083456667,1.5,"501 - 2,000",No,47
Extreme Reach,7K013178,TOLITS STORE / WARLITA STORE,Sari Sari Store,Lower Puting Bato RDX,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1518583,6.088771667,1.9,"501 - 2,000",No,188
Extreme Reach,7K013181,No Trade Name,Sari Sari Store,Lower Puting Bato,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.15242,6.088913333,1.4,101 - 500,No,188
Extreme Reach,7K013214,SOMOSA STORE,Sari Sari Store,Purok placida,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.123685,6.08571,1.6,"501 - 2,000",No,30
Extreme Reach,7K017216,EDIBERTO LEONARDO STORE,Sari Sari Store,,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.136985,6.068305,1.7,"501 - 2,000",No,187
Extreme Reach,7K013156,JR STORE,Sari Sari Store,Tambasakan st reformville,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.126885,6.082526667,1.5,101 - 500,No,47
Extreme Reach,7K013183,QUIDATO STORE,Sari Sari Store,Lower Puting Bato,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1531033,6.088481667,1.9,"501 - 2,000",No,188
Extreme Reach,7K013212,No Trade Name,Sari Sari Store,Purok placida,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1247433,6.085816667,1.4,"501 - 2,000",No,30
Extreme Reach,7K014419,No Trade Name,Sari Sari Store,Christian Village,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1495483,6.078208333,1.8,"501 - 2,000",No,191
Extreme Reach,7K013850,No Trade Name,Sari Sari Store,"Purok Felomina, San Francisco St.","Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1484667,6.06878,1.7,"501 - 2,000",No,194
Extreme Reach,7K012347,GAGA STORE,Sari Sari Store,Rosal st. Cahilsot village,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1395267,6.080525,1.7,"501 - 2,000",No,2
Extreme Reach,7K014406,FRANCISCO STORE,Sari Sari Store,Christian Village,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.148325,6.077951667,1.3,"2001 - 3,500",No,191
Extreme Reach,7K014397,BongBing Store,Sari Sari Store,Christian Village,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1476917,6.078163333,1.5,"2001 - 3,500",No,191
Extreme Reach,7K013872,No Trade Name,Sari Sari Store,Greenville,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.13112,6.090453333,1.8,101 - 500,No,182
