DistributorID,AgentID,CustNo,RouteDate,StopNo,Name,WD,SalesManTerritory,latitude,longitude,dayno,distancetonextstore
11814,SK-DP4,7K010337,2025-11-03,22,7K010337,1,SK-DP4,6.07117167,125.1408417,1,0.02
11814,SK-DP4,7K010334,2025-11-03,23,7K010334,1,SK-DP4,6.07124333,125.1406783,1,0.03
11814,SK-DP4,7K010350,2025-11-03,24,7K010350,1,SK-DP4,6.07107167,125.1404683,1,0.01
11814,SK-DP4,7K010467,2025-11-03,25,7K010467,1,SK-DP4,6.071005,125.1404083,1,0.03
11814,SK-DP4,7K010351,2025-11-03,26,7K010351,1,SK-DP4,6.07074333,125.1403367,1,0.037
11814,SK-DP4,7K010469,2025-11-03,27,7K010469,1,SK-DP4,6.07085667,125.1400233,1,0.011
11814,SK-DP4,7K010352,2025-11-03,28,7K010352,1,SK-DP4,6.07095833,125.14004,1,0.04
11814,SK-DP4,7K010353,2025-11-03,29,7K010353,1,SK-DP4,6.07132,125.140025,1,0.024
11814,SK-DP4,7K010354,2025-11-03,30,7K010354,1,SK-DP4,6.071535,125.1400417,1,0.026
11814,SK-DP4,7K010345,2025-11-03,31,7K010345,1,SK-DP4,6.07157667,125.1402767,1,0.016
11814,SK-DP4,7K010347,2025-11-03,32,7K010347,1,SK-DP4,6.07143167,125.140305,1,0.022
11814,SK-DP4,7K010344,2025-11-03,33,7K010344,1,SK-DP4,6.071565,125.14045,1,0.016
11814,SK-DP4,7K010346,2025-11-03,34,7K010346,1,SK-DP4,6.071625,125.1405783,1,0.007
11814,SK-DP4,7K010372,2025-11-03,35,7K010372,1,SK-DP4,6.07161,125.14064,1,0.013
11814,SK-DP4,7K010343,2025-11-03,36,7K010343,1,SK-DP4,6.07159,125.140755,1,0.007
11814,SK-DP4,7K010338,2025-11-03,37,7K010338,1,SK-DP4,6.07161833,125.1408133,1,0.021
11814,SK-DP4,7K010340,2025-11-03,38,7K010340,1,SK-DP4,6.07163833,125.1410017,1,0.026
11814,SK-DP4,7K010113,2025-11-03,39,7K010113,1,SK-DP4,6.07159167,125.14123,1,0.011
11814,SK-DP4,7K010027,2025-11-03,40,7K010027,1,SK-DP4,6.071535,125.1413117,1,0.001
11814,SK-DP4,7K010025,2025-11-03,41,7K010025,1,SK-DP4,6.07152833,125.1413233,1,0.039
11814,SK-DP4,7K010026,2025-11-03,42,7K010026,1,SK-DP4,6.071875,125.1412483,1,0.075
11814,SK-DP4,7K010335,2025-11-03,43,7K010335,1,SK-DP4,6.07123167,125.1410483,1,0.093
11814,SK-DP4,7K010638,2025-11-03,44,7K010638,1,SK-DP4,6.07039167,125.1410483,1,0.021
11814,SK-DP4,7K010637,2025-11-03,45,7K010637,1,SK-DP4,6.07040167,125.1408583,1,0.046
11814,SK-DP4,7K010641,2025-11-03,46,7K010641,1,SK-DP4,6.07040333,125.1412717,1,0.049
11814,SK-DP4,7K010632,2025-11-03,47,7K010632,1,SK-DP4,6.07002667,125.1410433,1,0.042
11814,SK-DP4,7K010642,2025-11-03,48,7K010642,1,SK-DP4,6.06968,125.1408867,1,0.042
11814,SK-DP4,7K010696,2025-11-03,49,7K010696,1,SK-DP4,6.06971,125.1412667,1,0.034
11814,SK-DP4,7K010650,2025-11-03,50,7K010650,1,SK-DP4,6.069405,125.1412367,1,0.094
11814,SK-DP4,7K010375,2025-11-03,51,7K010375,1,SK-DP4,6.06992667,125.140565,1,0.064
11814,SK-DP4,7K010371,2025-11-03,52,7K010371,1,SK-DP4,6.07006167,125.140005,1,0.032
11814,SK-DP4,7K010634,2025-11-03,53,7K010634,1,SK-DP4,6.070345,125.1399483,1,0.016
11814,SK-DP4,7K010640,2025-11-03,54,7K010640,1,SK-DP4,6.07035667,125.1400917,1,0.158
11814,SK-DP4,7K010472,2025-11-03,55,7K010472,1,SK-DP4,6.07177667,125.140035,1,0.022
11814,SK-DP4,7K010363,2025-11-03,56,7K010363,1,SK-DP4,6.071965,125.1400967,1,0.009
11814,SK-DP4,7K010355,2025-11-03,57,7K010355,1,SK-DP4,6.07197333,125.1401733,1,0.02
11814,SK-DP4,7K010362,2025-11-03,58,7K010362,1,SK-DP4,6.0721,125.140045,1,0.015
11814,SK-DP4,7K010474,2025-11-03,59,7K010474,1,SK-DP4,6.07222333,125.1400883,1,0.033
11814,SK-DP4,7K010360,2025-11-03,60,7K010360,1,SK-DP4,6.07237667,125.14034,1,0.0
11814,SK-DP4,7K014205,2025-11-04,1,7K014205,2,SK-DP4,6.08700833,125.13184,2,0.021
11814,SK-DP4,7K014113,2025-11-04,2,7K014113,2,SK-DP4,6.08681833,125.1318683,2,0.044
11814,SK-DP4,7K013917,2025-11-04,3,7K013917,2,SK-DP4,6.08679167,125.132265,2,0.043
11814,SK-DP4,7K013895,2025-11-04,4,7K013895,2,SK-DP4,6.08711667,125.1324783,2,0.106
11814,SK-DP4,7K013869,2025-11-04,5,7K013869,2,SK-DP4,6.08806333,125.1323867,2,0.066
11814,SK-DP4,7K013896,2025-11-04,6,7K013896,2,SK-DP4,6.08838167,125.1318867,2,0.016
11814,SK-DP4,7K013870,2025-11-04,7,7K013870,2,SK-DP4,6.08831833,125.1317567,2,0.01
11814,SK-DP4,7K013894,2025-11-04,8,7K013894,2,SK-DP4,6.08825833,125.1316867,2,0.032
11814,SK-DP4,7K014114,2025-11-04,9,7K014114,2,SK-DP4,6.08814667,125.13142,2,0.019
11814,SK-DP4,7K014119,2025-11-04,10,7K014119,2,SK-DP4,6.08810333,125.1312517,2,0.036
11814,SK-DP4,7K014210,2025-11-04,11,7K014210,2,SK-DP4,6.08792667,125.1315233,2,0.016
11814,SK-DP4,7K014120,2025-11-04,12,7K014120,2,SK-DP4,6.08778833,125.1315433,2,0.082
11814,SK-DP4,7K013893,2025-11-04,13,7K013893,2,SK-DP4,6.08848167,125.131295,2,0.031
11814,SK-DP4,7K013930,2025-11-04,14,7K013930,2,SK-DP4,6.08874,125.1312,2,0.011
11814,SK-DP4,7K014206,2025-11-04,15,7K014206,2,SK-DP4,6.08882333,125.1311433,2,0.03
11814,SK-DP4,7K014117,2025-11-04,16,7K014117,2,SK-DP4,6.08882333,125.1308733,2,0.058
11814,SK-DP4,7K014116,2025-11-04,17,7K014116,2,SK-DP4,6.08836667,125.1306217,2,0.106
11814,SK-DP4,7K014115,2025-11-04,18,7K014115,2,SK-DP4,6.08931833,125.13071,2,0.058
11814,SK-DP4,7K013898,2025-11-04,19,7K013898,2,SK-DP4,6.08956833,125.13117,2,0.004
11814,SK-DP4,7K013926,2025-11-04,20,7K013926,2,SK-DP4,6.08956667,125.1312017,2,0.023
11814,SK-DP4,7K013892,2025-11-04,21,7K013892,2,SK-DP4,6.08937667,125.1312717,2,0.054
11814,SK-DP4,7K013929,2025-11-04,22,7K013929,2,SK-DP4,6.08893333,125.1314617,2,0.059
11814,SK-DP4,7K013897,2025-11-04,23,7K013897,2,SK-DP4,6.08920833,125.1319167,2,0.064
11814,SK-DP4,7K013871,2025-11-04,24,7K013871,2,SK-DP4,6.088635,125.1319033,2,0.22
11814,SK-DP4,7K013872,2025-11-04,25,7K013872,2,SK-DP4,6.09045333,125.13112,2,0.023
11814,SK-DP4,7K013907,2025-11-04,26,7K013907,2,SK-DP4,6.09061,125.1312617,2,0.038
11814,SK-DP4,7K013886,2025-11-04,27,7K013886,2,SK-DP4,6.09084667,125.1310117,2,0.028
11814,SK-DP4,7K013888,2025-11-04,28,7K013888,2,SK-DP4,6.090945,125.1307783,2,0.063
11814,SK-DP4,7K013890,2025-11-04,29,7K013890,2,SK-DP4,6.09102,125.1302117,2,0.052
11814,SK-DP4,7K013925,2025-11-04,30,7K013925,2,SK-DP4,6.090555,125.130275,2,0.025
11814,SK-DP4,7K013891,2025-11-04,31,7K013891,2,SK-DP4,6.09033,125.1302483,2,0.127
11814,SK-DP4,7K013889,2025-11-04,32,7K013889,2,SK-DP4,6.09143667,125.1299667,2,0.151
11814,SK-DP4,7K013885,2025-11-04,33,7K013885,2,SK-DP4,6.09123167,125.1313167,2,0.021
11814,SK-DP4,7K013910,2025-11-04,34,7K013910,2,SK-DP4,6.09109833,125.131455,2,0.033
11814,SK-DP4,7K013873,2025-11-04,35,7K013873,2,SK-DP4,6.09086667,125.1316433,2,0.028
11814,SK-DP4,7K013908,2025-11-04,36,7K013908,2,SK-DP4,6.09098833,125.131865,2,0.006
11814,SK-DP4,7K013875,2025-11-04,37,7K013875,2,SK-DP4,6.091045,125.13186,2,0.006
11814,SK-DP4,7K013874,2025-11-04,38,7K013874,2,SK-DP4,6.09105333,125.1319133,2,0.024
11814,SK-DP4,7K013911,2025-11-04,39,7K013911,2,SK-DP4,6.09118333,125.1320883,2,0.042
11814,SK-DP4,7K013877,2025-11-04,40,7K013877,2,SK-DP4,6.09156,125.1320783,2,0.065
11814,SK-DP4,7K013884,2025-11-04,41,7K013884,2,SK-DP4,6.09214333,125.13205,2,0.05
11814,SK-DP4,7K013883,2025-11-04,42,7K013883,2,SK-DP4,6.09246667,125.1323617,2,0.027
11814,SK-DP4,7K013878,2025-11-04,43,7K013878,2,SK-DP4,6.092265,125.132505,2,0.053
11814,SK-DP4,7K013879,2025-11-04,44,7K013879,2,SK-DP4,6.09210167,125.1329567,2,0.025
11814,SK-DP4,7K013913,2025-11-04,45,7K013913,2,SK-DP4,6.09194167,125.13311,2,0.041
11814,SK-DP4,7K013880,2025-11-04,46,7K013880,2,SK-DP4,6.09208667,125.1334533,2,0.101
11814,SK-DP4,7K013914,2025-11-04,47,7K013914,2,SK-DP4,6.092605,125.1342067,2,0.062
11814,SK-DP4,7K013881,2025-11-04,48,7K013881,2,SK-DP4,6.09286833,125.1347,2,0.024
11814,SK-DP4,7K013882,2025-11-04,49,7K013882,2,SK-DP4,6.09269667,125.1348333,2,0.37
11814,SK-DP4,7K013876,2025-11-04,50,7K013876,2,SK-DP4,6.090795,125.13209,2,0.18
11814,SK-DP4,7K013887,2025-11-04,51,7K013887,2,SK-DP4,6.09221833,125.13131,2,0.594
11814,SK-DP4,7K013612,2025-11-04,52,7K013612,2,SK-DP4,6.088235,125.127735,2,0.05
11814,SK-DP4,7K013689,2025-11-04,53,7K013689,2,SK-DP4,6.08784167,125.1279617,2,0.394
11814,SK-DP4,7K014121,2025-11-04,54,7K014121,2,SK-DP4,6.08652833,125.1312717,2,0.048
11814,SK-DP4,7K014122,2025-11-04,55,7K014122,2,SK-DP4,6.08610833,125.131385,2,0.059
11814,SK-DP4,7K014204,2025-11-04,56,7K014204,2,SK-DP4,6.08587333,125.1318667,2,0.038
11814,SK-DP4,7K013918,2025-11-04,57,7K013918,2,SK-DP4,6.08565667,125.1321283,2,0.043
11814,SK-DP4,7K013868,2025-11-04,58,7K013868,2,SK-DP4,6.08583,125.1324767,2,0.114
